match_id,market,selection,line,odds,source,phase,timestamp
C1,h2h,home,,1.610,median/betmgm-web,snapshot,2026-06-12T15:21:22-04:00
C1,h2h,draw,,3.900,median/betmgm-web,snapshot,2026-06-12T15:21:22-04:00
C1,h2h,away,,5.500,median/betmgm-web,snapshot,2026-06-12T15:21:22-04:00
C1,h2h,home,,1.610,best:betmgm-web,snapshot,2026-06-12T15:21:22-04:00
C1,h2h,draw,,3.900,best:betmgm-web,snapshot,2026-06-12T15:21:22-04:00
C1,h2h,away,,5.500,best:betmgm-web,snapshot,2026-06-12T15:21:22-04:00
D1,h2h,away,,3.900,median/9books,snapshot,2026-06-12T15:47:46-04:00
D1,h2h,away,,4.000,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
D1,h2h,home,,2.100,median/9books,snapshot,2026-06-12T15:47:46-04:00
D1,h2h,home,,2.140,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
D1,h2h,draw,,3.200,median/9books,snapshot,2026-06-12T15:47:46-04:00
D1,h2h,draw,,3.250,best:bovada,snapshot,2026-06-12T15:47:46-04:00
D1,totals,over,2.5,2.490,median/2books,snapshot,2026-06-12T15:47:46-04:00
D1,totals,over,2.5,2.550,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
D1,totals,under,2.5,1.535,median/2books,snapshot,2026-06-12T15:47:46-04:00
D1,totals,under,2.5,1.540,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
D1,spreads,away,0.25,2.050,median/1books,snapshot,2026-06-12T15:47:46-04:00
D1,spreads,away,0.25,2.050,best:bovada,snapshot,2026-06-12T15:47:46-04:00
D1,spreads,home,-0.25,1.800,median/1books,snapshot,2026-06-12T15:47:46-04:00
D1,spreads,home,-0.25,1.800,best:bovada,snapshot,2026-06-12T15:47:46-04:00
D1,totals,over,2.0,1.830,median/5books,snapshot,2026-06-12T15:47:46-04:00
D1,totals,over,2.0,1.850,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
D1,totals,under,2.0,2.000,median/5books,snapshot,2026-06-12T15:47:46-04:00
D1,totals,under,2.0,2.020,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
D1,spreads,away,0.5,1.770,median/4books,snapshot,2026-06-12T15:47:46-04:00
D1,spreads,away,0.5,1.770,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
D1,spreads,home,-0.5,2.130,median/4books,snapshot,2026-06-12T15:47:46-04:00
D1,spreads,home,-0.5,2.140,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
B2,h2h,home,,13.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
B2,h2h,home,,15.000,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
B2,h2h,away,,1.230,median/9books,snapshot,2026-06-12T15:47:46-04:00
B2,h2h,away,,1.240,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
B2,h2h,draw,,6.500,median/9books,snapshot,2026-06-12T15:47:46-04:00
B2,h2h,draw,,6.550,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
B2,spreads,home,1.5,2.170,median/4books,snapshot,2026-06-12T15:47:46-04:00
B2,spreads,home,1.5,2.190,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
B2,spreads,away,-1.5,1.740,median/4books,snapshot,2026-06-12T15:47:46-04:00
B2,spreads,away,-1.5,1.740,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
B2,totals,over,2.5,1.710,median/5books,snapshot,2026-06-12T15:47:46-04:00
B2,totals,over,2.5,1.740,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
B2,totals,under,2.5,2.170,median/5books,snapshot,2026-06-12T15:47:46-04:00
B2,totals,under,2.5,2.230,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
B2,spreads,home,1.75,1.870,median/1books,snapshot,2026-06-12T15:47:46-04:00
B2,spreads,home,1.75,1.870,best:bovada,snapshot,2026-06-12T15:47:46-04:00
B2,spreads,away,-1.75,1.950,median/1books,snapshot,2026-06-12T15:47:46-04:00
B2,spreads,away,-1.75,1.950,best:bovada,snapshot,2026-06-12T15:47:46-04:00
B2,totals,over,2.75,1.910,median/1books,snapshot,2026-06-12T15:47:46-04:00
B2,totals,over,2.75,1.910,best:bovada,snapshot,2026-06-12T15:47:46-04:00
B2,totals,under,2.75,1.910,median/1books,snapshot,2026-06-12T15:47:46-04:00
B2,totals,under,2.75,1.910,best:bovada,snapshot,2026-06-12T15:47:46-04:00
B2,totals,over,3.0,2.150,median/1books,snapshot,2026-06-12T15:47:46-04:00
B2,totals,over,3.0,2.150,best:betus,snapshot,2026-06-12T15:47:46-04:00
B2,totals,under,3.0,1.740,median/1books,snapshot,2026-06-12T15:47:46-04:00
B2,totals,under,3.0,1.740,best:betus,snapshot,2026-06-12T15:47:46-04:00
C1,h2h,home,,1.640,median/9books,snapshot,2026-06-12T15:47:46-04:00
C1,h2h,home,,1.670,best:fanduel,snapshot,2026-06-12T15:47:46-04:00
C1,h2h,away,,5.600,median/9books,snapshot,2026-06-12T15:47:46-04:00
C1,h2h,away,,6.000,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C1,h2h,draw,,3.800,median/9books,snapshot,2026-06-12T15:47:46-04:00
C1,h2h,draw,,3.900,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C1,totals,over,2.5,2.060,median/7books,snapshot,2026-06-12T15:47:46-04:00
C1,totals,over,2.5,2.110,best:bovada,snapshot,2026-06-12T15:47:46-04:00
C1,totals,under,2.5,1.770,median/7books,snapshot,2026-06-12T15:47:46-04:00
C1,totals,under,2.5,1.820,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C1,spreads,home,-0.75,1.850,median/1books,snapshot,2026-06-12T15:47:46-04:00
C1,spreads,home,-0.75,1.850,best:bovada,snapshot,2026-06-12T15:47:46-04:00
C1,spreads,away,0.75,1.980,median/1books,snapshot,2026-06-12T15:47:46-04:00
C1,spreads,away,0.75,1.980,best:bovada,snapshot,2026-06-12T15:47:46-04:00
C1,spreads,home,-1.0,2.110,median/4books,snapshot,2026-06-12T15:47:46-04:00
C1,spreads,home,-1.0,2.120,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C1,spreads,away,1.0,1.775,median/4books,snapshot,2026-06-12T15:47:46-04:00
C1,spreads,away,1.0,1.780,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C2,h2h,home,,5.800,median/9books,snapshot,2026-06-12T15:47:46-04:00
C2,h2h,home,,6.040,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C2,h2h,away,,1.570,median/9books,snapshot,2026-06-12T15:47:46-04:00
C2,h2h,away,,1.580,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C2,h2h,draw,,4.200,median/9books,snapshot,2026-06-12T15:47:46-04:00
C2,h2h,draw,,4.320,best:betus,snapshot,2026-06-12T15:47:46-04:00
C2,totals,over,2.5,1.880,median/7books,snapshot,2026-06-12T15:47:46-04:00
C2,totals,over,2.5,1.930,best:bovada,snapshot,2026-06-12T15:47:46-04:00
C2,totals,under,2.5,1.930,median/7books,snapshot,2026-06-12T15:47:46-04:00
C2,totals,under,2.5,1.980,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C2,spreads,home,1.0,1.870,median/5books,snapshot,2026-06-12T15:47:46-04:00
C2,spreads,home,1.0,1.880,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
C2,spreads,away,-1.0,1.980,median/5books,snapshot,2026-06-12T15:47:46-04:00
C2,spreads,away,-1.0,2.000,best:bovada,snapshot,2026-06-12T15:47:46-04:00
D2,h2h,home,,5.150,median/9books,snapshot,2026-06-12T15:47:46-04:00
D2,h2h,home,,5.300,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
D2,h2h,away,,1.710,median/9books,snapshot,2026-06-12T15:47:46-04:00
D2,h2h,away,,1.740,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
D2,h2h,draw,,3.750,median/9books,snapshot,2026-06-12T15:47:46-04:00
D2,h2h,draw,,3.820,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
D2,spreads,home,0.5,2.230,median/4books,snapshot,2026-06-12T15:47:46-04:00
D2,spreads,home,0.5,2.250,best:betus,snapshot,2026-06-12T15:47:46-04:00
D2,spreads,away,-0.5,1.700,median/4books,snapshot,2026-06-12T15:47:46-04:00
D2,spreads,away,-0.5,1.710,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
D2,totals,over,2.5,2.000,median/7books,snapshot,2026-06-12T15:47:46-04:00
D2,totals,over,2.5,2.050,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
D2,totals,under,2.5,1.830,median/7books,snapshot,2026-06-12T15:47:46-04:00
D2,totals,under,2.5,1.850,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
D2,spreads,home,0.75,2.020,median/1books,snapshot,2026-06-12T15:47:46-04:00
D2,spreads,home,0.75,2.020,best:bovada,snapshot,2026-06-12T15:47:46-04:00
D2,spreads,away,-0.75,1.820,median/1books,snapshot,2026-06-12T15:47:46-04:00
D2,spreads,away,-0.75,1.820,best:bovada,snapshot,2026-06-12T15:47:46-04:00
E1,h2h,away,,36.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
E1,h2h,away,,49.000,best:mybookieag,snapshot,2026-06-12T15:47:46-04:00
E1,h2h,home,,1.040,median/9books,snapshot,2026-06-12T15:47:46-04:00
E1,h2h,home,,1.060,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
E1,h2h,draw,,18.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
E1,h2h,draw,,20.000,best:fanduel,snapshot,2026-06-12T15:47:46-04:00
E1,totals,over,4.5,2.140,median/5books,snapshot,2026-06-12T15:47:46-04:00
E1,totals,over,4.5,2.150,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
E1,totals,under,4.5,1.740,median/5books,snapshot,2026-06-12T15:47:46-04:00
E1,totals,under,4.5,1.770,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
E1,spreads,away,3.5,1.870,median/5books,snapshot,2026-06-12T15:47:46-04:00
E1,spreads,away,3.5,1.880,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
E1,spreads,home,-3.5,1.970,median/5books,snapshot,2026-06-12T15:47:46-04:00
E1,spreads,home,-3.5,2.050,best:betus,snapshot,2026-06-12T15:47:46-04:00
E1,totals,over,4.25,1.850,median/1books,snapshot,2026-06-12T15:47:46-04:00
E1,totals,over,4.25,1.850,best:bovada,snapshot,2026-06-12T15:47:46-04:00
E1,totals,under,4.25,1.980,median/1books,snapshot,2026-06-12T15:47:46-04:00
E1,totals,under,4.25,1.980,best:bovada,snapshot,2026-06-12T15:47:46-04:00
E1,totals,over,4.0,1.700,median/1books,snapshot,2026-06-12T15:47:46-04:00
E1,totals,over,4.0,1.700,best:mybookieag,snapshot,2026-06-12T15:47:46-04:00
E1,totals,under,4.0,2.030,median/1books,snapshot,2026-06-12T15:47:46-04:00
E1,totals,under,4.0,2.030,best:mybookieag,snapshot,2026-06-12T15:47:46-04:00
F1,h2h,away,,3.750,median/9books,snapshot,2026-06-12T15:47:46-04:00
F1,h2h,away,,3.820,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
F1,h2h,home,,2.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
F1,h2h,home,,2.020,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
F1,h2h,draw,,3.550,median/9books,snapshot,2026-06-12T15:47:46-04:00
F1,h2h,draw,,3.650,best:betus,snapshot,2026-06-12T15:47:46-04:00
F1,totals,over,2.5,1.930,median/7books,snapshot,2026-06-12T15:47:46-04:00
F1,totals,over,2.5,1.970,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
F1,totals,under,2.5,1.880,median/7books,snapshot,2026-06-12T15:47:46-04:00
F1,totals,under,2.5,1.910,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
F1,spreads,away,0.5,1.850,median/5books,snapshot,2026-06-12T15:47:46-04:00
F1,spreads,away,0.5,1.850,best:bovada,snapshot,2026-06-12T15:47:46-04:00
F1,spreads,home,-0.5,2.020,median/5books,snapshot,2026-06-12T15:47:46-04:00
F1,spreads,home,-0.5,2.020,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
E2,h2h,away,,2.400,median/9books,snapshot,2026-06-12T15:47:46-04:00
E2,h2h,away,,2.450,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
E2,h2h,home,,3.600,median/9books,snapshot,2026-06-12T15:47:46-04:00
E2,h2h,home,,3.650,best:bovada,snapshot,2026-06-12T15:47:46-04:00
E2,h2h,draw,,2.800,median/9books,snapshot,2026-06-12T15:47:46-04:00
E2,h2h,draw,,2.850,best:draftkings,snapshot,2026-06-12T15:47:46-04:00
E2,totals,over,1.5,1.580,median/2books,snapshot,2026-06-12T15:47:46-04:00
E2,totals,over,1.5,1.610,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
E2,totals,under,1.5,2.390,median/2books,snapshot,2026-06-12T15:47:46-04:00
E2,totals,under,1.5,2.400,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
E2,spreads,away,-0.25,1.980,median/1books,snapshot,2026-06-12T15:47:46-04:00
E2,spreads,away,-0.25,1.980,best:bovada,snapshot,2026-06-12T15:47:46-04:00
E2,spreads,home,0.25,1.850,median/1books,snapshot,2026-06-12T15:47:46-04:00
E2,spreads,home,0.25,1.850,best:bovada,snapshot,2026-06-12T15:47:46-04:00
E2,totals,over,1.75,1.800,median/1books,snapshot,2026-06-12T15:47:46-04:00
E2,totals,over,1.75,1.800,best:bovada,snapshot,2026-06-12T15:47:46-04:00
E2,totals,under,1.75,2.050,median/1books,snapshot,2026-06-12T15:47:46-04:00
E2,totals,under,1.75,2.050,best:bovada,snapshot,2026-06-12T15:47:46-04:00
E2,spreads,away,-0.5,2.450,median/4books,snapshot,2026-06-12T15:47:46-04:00
E2,spreads,away,-0.5,2.450,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
E2,spreads,home,0.5,1.610,median/4books,snapshot,2026-06-12T15:47:46-04:00
E2,spreads,home,0.5,1.610,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
E2,totals,over,2.0,2.215,median/4books,snapshot,2026-06-12T15:47:46-04:00
E2,totals,over,2.0,2.230,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
E2,totals,under,2.0,1.720,median/4books,snapshot,2026-06-12T15:47:46-04:00
E2,totals,under,2.0,1.740,best:mybookieag,snapshot,2026-06-12T15:47:46-04:00
F2,h2h,home,,1.880,median/9books,snapshot,2026-06-12T15:47:46-04:00
F2,h2h,home,,1.910,best:bovada,snapshot,2026-06-12T15:47:46-04:00
F2,h2h,away,,4.350,median/9books,snapshot,2026-06-12T15:47:46-04:00
F2,h2h,away,,4.550,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
F2,h2h,draw,,3.450,median/9books,snapshot,2026-06-12T15:47:46-04:00
F2,h2h,draw,,3.550,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
F2,totals,over,2.5,2.200,median/4books,snapshot,2026-06-12T15:47:46-04:00
F2,totals,over,2.5,2.230,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
F2,totals,under,2.5,1.660,median/4books,snapshot,2026-06-12T15:47:46-04:00
F2,totals,under,2.5,1.690,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
F2,spreads,home,-0.5,1.870,median/5books,snapshot,2026-06-12T15:47:46-04:00
F2,spreads,home,-0.5,1.880,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
F2,spreads,away,0.5,1.950,median/5books,snapshot,2026-06-12T15:47:46-04:00
F2,spreads,away,0.5,1.980,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
F2,totals,over,2.0,1.710,median/3books,snapshot,2026-06-12T15:47:46-04:00
F2,totals,over,2.0,1.710,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
F2,totals,under,2.0,2.240,median/3books,snapshot,2026-06-12T15:47:46-04:00
F2,totals,under,2.0,2.240,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
H1,h2h,away,,26.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
H1,h2h,away,,32.000,best:betus,snapshot,2026-06-12T15:47:46-04:00
H1,h2h,home,,1.090,median/9books,snapshot,2026-06-12T15:47:46-04:00
H1,h2h,home,,1.100,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
H1,h2h,draw,,11.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
H1,h2h,draw,,12.000,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
H1,totals,over,3.5,1.910,median/7books,snapshot,2026-06-12T15:47:46-04:00
H1,totals,over,3.5,1.930,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
H1,totals,under,3.5,1.910,median/7books,snapshot,2026-06-12T15:47:46-04:00
H1,totals,under,3.5,2.000,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
H1,spreads,away,2.5,1.950,median/5books,snapshot,2026-06-12T15:47:46-04:00
H1,spreads,away,2.5,1.960,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
H1,spreads,home,-2.5,1.870,median/5books,snapshot,2026-06-12T15:47:46-04:00
H1,spreads,home,-2.5,1.890,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
G1,h2h,home,,1.610,median/9books,snapshot,2026-06-12T15:47:46-04:00
G1,h2h,home,,1.650,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
G1,h2h,away,,5.650,median/9books,snapshot,2026-06-12T15:47:46-04:00
G1,h2h,away,,5.900,best:fanduel,snapshot,2026-06-12T15:47:46-04:00
G1,h2h,draw,,3.950,median/9books,snapshot,2026-06-12T15:47:46-04:00
G1,h2h,draw,,4.040,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
G1,totals,over,2.5,1.980,median/7books,snapshot,2026-06-12T15:47:46-04:00
G1,totals,over,2.5,2.010,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
G1,totals,under,2.5,1.850,median/7books,snapshot,2026-06-12T15:47:46-04:00
G1,totals,under,2.5,1.850,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
G1,spreads,home,-1.0,2.080,median/5books,snapshot,2026-06-12T15:47:46-04:00
G1,spreads,home,-1.0,2.140,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
G1,spreads,away,1.0,1.770,median/5books,snapshot,2026-06-12T15:47:46-04:00
G1,spreads,away,1.0,1.800,best:betus,snapshot,2026-06-12T15:47:46-04:00
H2,h2h,home,,7.750,median/9books,snapshot,2026-06-12T15:47:46-04:00
H2,h2h,home,,8.500,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
H2,h2h,away,,1.440,median/9books,snapshot,2026-06-12T15:47:46-04:00
H2,h2h,away,,1.440,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
H2,h2h,draw,,4.400,median/9books,snapshot,2026-06-12T15:47:46-04:00
H2,h2h,draw,,4.600,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
H2,totals,over,2.5,2.000,median/7books,snapshot,2026-06-12T15:47:46-04:00
H2,totals,over,2.5,2.050,best:bovada,snapshot,2026-06-12T15:47:46-04:00
H2,totals,under,2.5,1.830,median/7books,snapshot,2026-06-12T15:47:46-04:00
H2,totals,under,2.5,1.880,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
H2,spreads,home,1.25,1.830,median/1books,snapshot,2026-06-12T15:47:46-04:00
H2,spreads,home,1.25,1.830,best:bovada,snapshot,2026-06-12T15:47:46-04:00
H2,spreads,away,-1.25,2.000,median/1books,snapshot,2026-06-12T15:47:46-04:00
H2,spreads,away,-1.25,2.000,best:bovada,snapshot,2026-06-12T15:47:46-04:00
H2,spreads,home,1.0,2.220,median/4books,snapshot,2026-06-12T15:47:46-04:00
H2,spreads,home,1.0,2.240,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
H2,spreads,away,-1.0,1.710,median/4books,snapshot,2026-06-12T15:47:46-04:00
H2,spreads,away,-1.0,1.710,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
G2,h2h,home,,1.830,median/9books,snapshot,2026-06-12T15:47:46-04:00
G2,h2h,home,,1.830,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
G2,h2h,away,,4.700,median/9books,snapshot,2026-06-12T15:47:46-04:00
G2,h2h,away,,4.800,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
G2,h2h,draw,,3.450,median/9books,snapshot,2026-06-12T15:47:46-04:00
G2,h2h,draw,,3.580,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
G2,totals,over,2.5,2.340,median/2books,snapshot,2026-06-12T15:47:46-04:00
G2,totals,over,2.5,2.400,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
G2,totals,under,2.5,1.605,median/2books,snapshot,2026-06-12T15:47:46-04:00
G2,totals,under,2.5,1.610,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
G2,spreads,home,-0.5,1.830,median/5books,snapshot,2026-06-12T15:47:46-04:00
G2,spreads,home,-0.5,1.830,best:bovada,snapshot,2026-06-12T15:47:46-04:00
G2,spreads,away,0.5,2.010,median/5books,snapshot,2026-06-12T15:47:46-04:00
G2,spreads,away,0.5,2.040,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
G2,totals,over,2.0,1.800,median/5books,snapshot,2026-06-12T15:47:46-04:00
G2,totals,over,2.0,1.800,best:bovada,snapshot,2026-06-12T15:47:46-04:00
G2,totals,under,2.0,2.090,median/5books,snapshot,2026-06-12T15:47:46-04:00
G2,totals,under,2.0,2.100,best:betus,snapshot,2026-06-12T15:47:46-04:00
I1,h2h,home,,1.470,median/9books,snapshot,2026-06-12T15:47:46-04:00
I1,h2h,home,,1.480,best:draftkings,snapshot,2026-06-12T15:47:46-04:00
I1,h2h,away,,7.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
I1,h2h,away,,7.750,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I1,h2h,draw,,4.400,median/9books,snapshot,2026-06-12T15:47:46-04:00
I1,h2h,draw,,4.480,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I1,totals,over,2.5,1.950,median/7books,snapshot,2026-06-12T15:47:46-04:00
I1,totals,over,2.5,2.020,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I1,totals,under,2.5,1.850,median/7books,snapshot,2026-06-12T15:47:46-04:00
I1,totals,under,2.5,1.910,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
I1,spreads,home,-1.0,1.800,median/5books,snapshot,2026-06-12T15:47:46-04:00
I1,spreads,home,-1.0,1.810,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I1,spreads,away,1.0,2.050,median/5books,snapshot,2026-06-12T15:47:46-04:00
I1,spreads,away,1.0,2.070,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I2,h2h,home,,13.500,median/9books,snapshot,2026-06-12T15:47:46-04:00
I2,h2h,home,,16.000,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
I2,h2h,away,,1.200,median/9books,snapshot,2026-06-12T15:47:46-04:00
I2,h2h,away,,1.220,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I2,h2h,draw,,7.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
I2,h2h,draw,,7.150,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I2,totals,over,2.5,1.610,median/1books,snapshot,2026-06-12T15:47:46-04:00
I2,totals,over,2.5,1.610,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
I2,totals,under,2.5,2.400,median/1books,snapshot,2026-06-12T15:47:46-04:00
I2,totals,under,2.5,2.400,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
I2,spreads,home,2.0,1.800,median/5books,snapshot,2026-06-12T15:47:46-04:00
I2,spreads,home,2.0,1.820,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I2,spreads,away,-2.0,2.050,median/5books,snapshot,2026-06-12T15:47:46-04:00
I2,spreads,away,-2.0,2.060,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I2,totals,over,3.0,1.880,median/5books,snapshot,2026-06-12T15:47:46-04:00
I2,totals,over,3.0,1.980,best:bovada,snapshot,2026-06-12T15:47:46-04:00
I2,totals,under,3.0,1.870,median/5books,snapshot,2026-06-12T15:47:46-04:00
I2,totals,under,3.0,1.980,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
I2,totals,over,3.5,2.330,median/1books,snapshot,2026-06-12T15:47:46-04:00
I2,totals,over,3.5,2.330,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
I2,totals,under,3.5,1.560,median/1books,snapshot,2026-06-12T15:47:46-04:00
I2,totals,under,3.5,1.560,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
J1,h2h,away,,8.750,median/9books,snapshot,2026-06-12T15:47:46-04:00
J1,h2h,away,,9.000,best:fanduel,snapshot,2026-06-12T15:47:46-04:00
J1,h2h,home,,1.400,median/9books,snapshot,2026-06-12T15:47:46-04:00
J1,h2h,home,,1.410,best:draftkings,snapshot,2026-06-12T15:47:46-04:00
J1,h2h,draw,,4.600,median/9books,snapshot,2026-06-12T15:47:46-04:00
J1,h2h,draw,,4.800,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
J1,totals,over,2.5,1.910,median/7books,snapshot,2026-06-12T15:47:46-04:00
J1,totals,over,2.5,1.950,best:betmgm,snapshot,2026-06-12T15:47:46-04:00
J1,totals,under,2.5,1.910,median/7books,snapshot,2026-06-12T15:47:46-04:00
J1,totals,under,2.5,1.970,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
J1,spreads,away,1.25,1.910,median/1books,snapshot,2026-06-12T15:47:46-04:00
J1,spreads,away,1.25,1.910,best:bovada,snapshot,2026-06-12T15:47:46-04:00
J1,spreads,home,-1.25,1.910,median/1books,snapshot,2026-06-12T15:47:46-04:00
J1,spreads,home,-1.25,1.910,best:bovada,snapshot,2026-06-12T15:47:46-04:00
J1,spreads,away,1.5,1.720,median/4books,snapshot,2026-06-12T15:47:46-04:00
J1,spreads,away,1.5,1.730,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
J1,spreads,home,-1.5,2.205,median/4books,snapshot,2026-06-12T15:47:46-04:00
J1,spreads,home,-1.5,2.210,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
J2,h2h,home,,1.330,median/9books,snapshot,2026-06-12T15:47:46-04:00
J2,h2h,home,,1.340,best:draftkings,snapshot,2026-06-12T15:47:46-04:00
J2,h2h,away,,9.000,median/9books,snapshot,2026-06-12T15:47:46-04:00
J2,h2h,away,,10.000,best:betrivers,snapshot,2026-06-12T15:47:46-04:00
J2,h2h,draw,,5.500,median/9books,snapshot,2026-06-12T15:47:46-04:00
J2,h2h,draw,,5.640,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
J2,spreads,home,-1.5,1.890,median/5books,snapshot,2026-06-12T15:47:46-04:00
J2,spreads,home,-1.5,1.950,best:bovada,snapshot,2026-06-12T15:47:46-04:00
J2,spreads,away,1.5,1.910,median/5books,snapshot,2026-06-12T15:47:46-04:00
J2,spreads,away,1.5,1.960,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
J2,totals,over,3.0,2.050,median/4books,snapshot,2026-06-12T15:47:46-04:00
J2,totals,over,3.0,2.100,best:betus,snapshot,2026-06-12T15:47:46-04:00
J2,totals,under,3.0,1.800,median/4books,snapshot,2026-06-12T15:47:46-04:00
J2,totals,under,3.0,1.830,best:betonlineag,snapshot,2026-06-12T15:47:46-04:00
J2,totals,over,2.5,1.610,median/2books,snapshot,2026-06-12T15:47:46-04:00
